State;Year;Month;Frequency;Variable;Value;Unit
New York;1991;January;Annualy;Total Per Capita Carbon Emissions;0.011148376;Mg/person
New York;1995;January;Annualy;Total Per Capita Carbon Emissions;0.010925061;Mg/person
New York;1997;January;Annualy;Total Per Capita Carbon Emissions;0.011315544;Mg/person
New York;1998;January;Annualy;Total Per Capita Carbon Emissions;0.011250511;Mg/person
New York;2001;January;Annualy;Total Per Capita Carbon Emissions;0.010784698;Mg/person
New York;2002;January;Annualy;Total Per Capita Carbon Emissions;0.010459984;Mg/person
New York;2004;January;Annualy;Total Per Capita Carbon Emissions;0.01111537;Mg/person
New York;2006;January;Annualy;Total Per Capita Carbon Emissions;0.009992702;Mg/person
New York;2010;January;Annualy;Total Per Capita Carbon Emissions;0.008912451;Mg/person
New York;1985;January;Annualy;Per Capita Carbon Emissions from Coal;0.001585011;Mg/person
New York;1991;January;Annualy;Per Capita Carbon Emissions from Coal;0.001841423;Mg/person
New York;1992;January;Annualy;Per Capita Carbon Emissions from Coal;0.001852668;Mg/person
New York;1998;January;Annualy;Per Capita Carbon Emissions from Coal;0.001751181;Mg/person
New York;2002;January;Annualy;Per Capita Carbon Emissions from Coal;0.001381376;Mg/person
New York;2003;January;Annualy;Per Capita Carbon Emissions from Coal;0.001406318;Mg/person
New York;2012;January;Annualy;Per Capita Carbon Emissions from Coal;0.000354309;Mg/person
New York;2013;January;Annualy;Per Capita Carbon Emissions from Coal;0.000333026;Mg/person
New York;2015;January;Annualy;Per Capita Carbon Emissions from Coal;0.000199136;Mg/person
New York;1986;January;Annualy;Per Capita Carbon Emissions from Oil;0.007216788;Mg/person
New York;1987;January;Annualy;Per Capita Carbon Emissions from Oil;0.007431928;Mg/person
New York;1991;January;Annualy;Per Capita Carbon Emissions from Oil;0.006611375;Mg/person
New York;2001;January;Annualy;Per Capita Carbon Emissions from Oil;0.005918931;Mg/person
New York;2002;January;Annualy;Per Capita Carbon Emissions from Oil;0.005676316;Mg/person
New York;2010;January;Annualy;Per Capita Carbon Emissions from Oil;0.004746492;Mg/person
New York;2014;January;Annualy;Per Capita Carbon Emissions from Oil;0.004524377;Mg/person
New York;1988;January;Annualy;Per Capita Carbon Emissions from Gas;0.002402277;Mg/person
New York;1991;January;Annualy;Per Capita Carbon Emissions from Gas;0.002695577;Mg/person
New York;1992;January;Annualy;Per Capita Carbon Emissions from Gas;0.003030633;Mg/person
New York;1998;January;Annualy;Per Capita Carbon Emissions from Gas;0.003700609;Mg/person
New York;2001;January;Annualy;Per Capita Carbon Emissions from Gas;0.003349991;Mg/person
New York;2005;January;Annualy;Per Capita Carbon Emissions from Gas;0.003070386;Mg/person
New York;2006;January;Annualy;Per Capita Carbon Emissions from Gas;0.003110964;Mg/person
New York;2008;January;Annualy;Per Capita Carbon Emissions from Gas;0.00332807;Mg/person
New York;2009;January;Annualy;Per Capita Carbon Emissions from Gas;0.003205909;Mg/person
New York;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.003344844;Mg/person
New York;2015;January;Annualy;Per Capita Carbon Emissions from Gas;0.003764638;Mg/person
North Carolina;1983;January;Annualy;Total Carbon Emissions;106.89275;Million Metric Tons of Carbon Dioxide
North Carolina;1984;January;Annualy;Total Carbon Emissions;108.371612;Million Metric Tons of Carbon Dioxide
North Carolina;1997;January;Annualy;Total Carbon Emissions;142.658835;Million Metric Tons of Carbon Dioxide
North Carolina;2001;January;Annualy;Total Carbon Emissions;143.530685;Million Metric Tons of Carbon Dioxide
North Carolina;2007;January;Annualy;Total Carbon Emissions;154.355358;Million Metric Tons of Carbon Dioxide
North Carolina;2010;January;Annualy;Total Carbon Emissions;142.875166;Million Metric Tons of Carbon Dioxide
North Carolina;1980;January;Annualy;Carbon Emissions from Coal;58.557925;Million Metric Tons of Carbon Dioxide
North Carolina;1991;January;Annualy;Carbon Emissions from Coal;54.031945;Million Metric Tons of Carbon Dioxide
North Carolina;1992;January;Annualy;Carbon Emissions from Coal;61.840031;Million Metric Tons of Carbon Dioxide
North Carolina;1993;January;Annualy;Carbon Emissions from Coal;65.417491;Million Metric Tons of Carbon Dioxide
North Carolina;1996;January;Annualy;Carbon Emissions from Coal;70.725829;Million Metric Tons of Carbon Dioxide
North Carolina;2013;January;Annualy;Carbon Emissions from Coal;47.143731;Million Metric Tons of Carbon Dioxide
North Carolina;2015;January;Annualy;Carbon Emissions from Coal;38.716975;Million Metric Tons of Carbon Dioxide
North Carolina;2017;January;Annualy;Carbon Emissions from Coal;33.444163;Million Metric Tons of Carbon Dioxide
North Carolina;1980;January;Annualy;Carbon Emissions from Oil;44.871604;Million Metric Tons of Carbon Dioxide
North Carolina;1989;January;Annualy;Carbon Emissions from Oil;50.513349;Million Metric Tons of Carbon Dioxide
North Carolina;1991;January;Annualy;Carbon Emissions from Oil;47.760029;Million Metric Tons of Carbon Dioxide
North Carolina;1996;January;Annualy;Carbon Emissions from Oil;57.869296;Million Metric Tons of Carbon Dioxide
North Carolina;2003;January;Annualy;Carbon Emissions from Oil;60.724676;Million Metric Tons of Carbon Dioxide
North Carolina;2005;January;Annualy;Carbon Emissions from Oil;63.726554;Million Metric Tons of Carbon Dioxide
North Carolina;2008;January;Annualy;Carbon Emissions from Oil;60.034386;Million Metric Tons of Carbon Dioxide
North Carolina;1980;January;Annualy;Carbon Emissions from Gas;8.175941;Million Metric Tons of Carbon Dioxide
North Carolina;1992;January;Annualy;Carbon Emissions from Gas;9.848039;Million Metric Tons of Carbon Dioxide
North Carolina;1994;January;Annualy;Carbon Emissions from Gas;10.288455;Million Metric Tons of Carbon Dioxide
North Carolina;1995;January;Annualy;Carbon Emissions from Gas;11.169043;Million Metric Tons of Carbon Dioxide
North Carolina;2002;January;Annualy;Carbon Emissions from Gas;12.82121;Million Metric Tons of Carbon Dioxide
North Carolina;2007;January;Annualy;Carbon Emissions from Gas;12.912594;Million Metric Tons of Carbon Dioxide
North Carolina;2012;January;Annualy;Carbon Emissions from Gas;19.460159;Million Metric Tons of Carbon Dioxide
North Carolina;1983;January;Annualy;Total Per Capita Carbon Emissions;0.017673031;Mg/person
North Carolina;1984;January;Annualy;Total Per Capita Carbon Emissions;0.017683305;Mg/person
North Carolina;1990;January;Annualy;Total Per Capita Carbon Emissions;0.016734297;Mg/person
North Carolina;1997;January;Annualy;Total Per Capita Carbon Emissions;0.019276662;Mg/person
North Carolina;1999;January;Annualy;Total Per Capita Carbon Emissions;0.018455613;Mg/person
North Carolina;2001;January;Annualy;Total Per Capita Carbon Emissions;0.017516248;Mg/person
North Carolina;2006;January;Annualy;Total Per Capita Carbon Emissions;0.016667437;Mg/person
North Carolina;2009;January;Annualy;Total Per Capita Carbon Emissions;0.014073828;Mg/person
North Carolina;1982;January;Annualy;Per Capita Carbon Emissions from Coal;0.009702446;Mg/person
North Carolina;1983;January;Annualy;Per Capita Carbon Emissions from Coal;0.009198533;Mg/person
North Carolina;1989;January;Annualy;Per Capita Carbon Emissions from Coal;0.008468563;Mg/person
North Carolina;1995;January;Annualy;Per Capita Carbon Emissions from Coal;0.008712107;Mg/person
North Carolina;1996;January;Annualy;Per Capita Carbon Emissions from Coal;0.009620045;Mg/person
North Carolina;1997;January;Annualy;Per Capita Carbon Emissions from Coal;0.009732561;Mg/person
North Carolina;2003;January;Annualy;Per Capita Carbon Emissions from Coal;0.008647909;Mg/person
North Carolina;2005;January;Annualy;Per Capita Carbon Emissions from Coal;0.00880859;Mg/person
North Carolina;2009;January;Annualy;Per Capita Carbon Emissions from Coal;0.006781075;Mg/person
North Carolina;2014;January;Annualy;Per Capita Carbon Emissions from Coal;0.004821036;Mg/person
North Carolina;1996;January;Annualy;Per Capita Carbon Emissions from Oil;0.008046354;Mg/person
North Carolina;1985;January;Annualy;Per Capita Carbon Emissions from Gas;0.001167262;Mg/person
North Carolina;1986;January;Annualy;Per Capita Carbon Emissions from Gas;0.001170594;Mg/person
North Carolina;2006;January;Annualy;Per Capita Carbon Emissions from Gas;0.001369477;Mg/person
North Dakota;1985;January;Annualy;Total Carbon Emissions;37.606193;Million Metric Tons of Carbon Dioxide
North Dakota;1987;January;Annualy;Total Carbon Emissions;38.857177;Million Metric Tons of Carbon Dioxide
North Dakota;1988;January;Annualy;Total Carbon Emissions;43.730721;Million Metric Tons of Carbon Dioxide
North Dakota;1999;January;Annualy;Total Carbon Emissions;49.546387;Million Metric Tons of Carbon Dioxide
North Dakota;2002;January;Annualy;Total Carbon Emissions;51.522659;Million Metric Tons of Carbon Dioxide
North Dakota;2006;January;Annualy;Total Carbon Emissions;50.892526;Million Metric Tons of Carbon Dioxide
North Dakota;2008;January;Annualy;Total Carbon Emissions;53.092626;Million Metric Tons of Carbon Dioxide
North Dakota;2009;January;Annualy;Total Carbon Emissions;51.630562;Million Metric Tons of Carbon Dioxide
North Dakota;2011;January;Annualy;Total Carbon Emissions;53.920265;Million Metric Tons of Carbon Dioxide
North Dakota;2012;January;Annualy;Total Carbon Emissions;56.30797;Million Metric Tons of Carbon Dioxide
North Dakota;1990;January;Annualy;Carbon Emissions from Coal;35.596995;Million Metric Tons of Carbon Dioxide
North Dakota;1995;January;Annualy;Carbon Emissions from Coal;37.958846;Million Metric Tons of Carbon Dioxide
North Dakota;1996;January;Annualy;Carbon Emissions from Coal;38.349108;Million Metric Tons of Carbon Dioxide
North Dakota;1998;January;Annualy;Carbon Emissions from Coal;38.881088;Million Metric Tons of Carbon Dioxide
North Dakota;1999;January;Annualy;Carbon Emissions from Coal;39.119443;Million Metric Tons of Carbon Dioxide
North Dakota;2000;January;Annualy;Carbon Emissions from Coal;40.37702;Million Metric Tons of Carbon Dioxide
North Dakota;2001;January;Annualy;Carbon Emissions from Coal;39.92046;Million Metric Tons of Carbon Dioxide
North Dakota;2004;January;Annualy;Carbon Emissions from Coal;37.946953;Million Metric Tons of Carbon Dioxide
North Dakota;2006;January;Annualy;Carbon Emissions from Coal;39.535431;Million Metric Tons of Carbon Dioxide
North Dakota;2017;January;Annualy;Carbon Emissions from Coal;37.922499;Million Metric Tons of Carbon Dioxide
North Dakota;1985;January;Annualy;Carbon Emissions from Oil;7.679318;Million Metric Tons of Carbon Dioxide
North Dakota;1986;January;Annualy;Carbon Emissions from Oil;7.705035;Million Metric Tons of Carbon Dioxide
North Dakota;1989;January;Annualy;Carbon Emissions from Oil;7.592713;Million Metric Tons of Carbon Dioxide
North Dakota;1998;January;Annualy;Carbon Emissions from Oil;6.900441;Million Metric Tons of Carbon Dioxide
North Dakota;1999;January;Annualy;Carbon Emissions from Oil;7.328442;Million Metric Tons of Carbon Dioxide
North Dakota;2000;January;Annualy;Carbon Emissions from Oil;7.464697;Million Metric Tons of Carbon Dioxide
North Dakota;2001;January;Annualy;Carbon Emissions from Oil;8.61016;Million Metric Tons of Carbon Dioxide
North Dakota;2002;January;Annualy;Carbon Emissions from Oil;7.77555;Million Metric Tons of Carbon Dioxide
North Dakota;2015;January;Annualy;Carbon Emissions from Oil;13.112257;Million Metric Tons of Carbon Dioxide
North Dakota;1993;January;Annualy;Carbon Emissions from Gas;2.22224;Million Metric Tons of Carbon Dioxide
North Dakota;1998;January;Annualy;Carbon Emissions from Gas;2.697942;Million Metric Tons of Carbon Dioxide
North Dakota;2000;January;Annualy;Carbon Emissions from Gas;3.074351;Million Metric Tons of Carbon Dioxide
North Dakota;2007;January;Annualy;Carbon Emissions from Gas;3.279651;Million Metric Tons of Carbon Dioxide
North Dakota;2009;January;Annualy;Carbon Emissions from Gas;3.035276;Million Metric Tons of Carbon Dioxide
North Dakota;1980;January;Annualy;Total Per Capita Carbon Emissions;0.038509734;Mg/person
North Dakota;1984;January;Annualy;Total Per Capita Carbon Emissions;0.049375677;Mg/person
North Dakota;1990;January;Annualy;Total Per Capita Carbon Emissions;0.06966192;Mg/person
North Dakota;1995;January;Annualy;Total Per Capita Carbon Emissions;0.074351413;Mg/person
North Dakota;2000;January;Annualy;Total Per Capita Carbon Emissions;0.078928855;Mg/person
North Dakota;2002;January;Annualy;Total Per Capita Carbon Emissions;0.080235065;Mg/person
North Dakota;2004;January;Annualy;Total Per Capita Carbon Emissions;0.07655627;Mg/person
North Dakota;2006;January;Annualy;Total Per Capita Carbon Emissions;0.077874507;Mg/person
North Dakota;2009;January;Annualy;Total Per Capita Carbon Emissions;0.077024203;Mg/person
North Dakota;2016;January;Annualy;Total Per Capita Carbon Emissions;0.072425155;Mg/person
North Dakota;1983;January;Annualy;Per Capita Carbon Emissions from Coal;0.029703497;Mg/person
North Dakota;1984;January;Annualy;Per Capita Carbon Emissions from Coal;0.035415292;Mg/person
North Dakota;1990;January;Annualy;Per Capita Carbon Emissions from Coal;0.055384364;Mg/person
North Dakota;1993;January;Annualy;Per Capita Carbon Emissions from Coal;0.059162405;Mg/person
North Dakota;1995;January;Annualy;Per Capita Carbon Emissions from Coal;0.058919987;Mg/person
North Dakota;2000;January;Annualy;Per Capita Carbon Emissions from Coal;0.062441285;Mg/person
North Dakota;2009;January;Annualy;Per Capita Carbon Emissions from Coal;0.060046077;Mg/person
North Dakota;1983;January;Annualy;Per Capita Carbon Emissions from Oil;0.012265623;Mg/person
North Dakota;1991;January;Annualy;Per Capita Carbon Emissions from Oil;0.012141299;Mg/person
North Dakota;2005;January;Annualy;Per Capita Carbon Emissions from Oil;0.01376372;Mg/person
North Dakota;2006;January;Annualy;Per Capita Carbon Emissions from Oil;0.01342066;Mg/person
North Dakota;2008;January;Annualy;Per Capita Carbon Emissions from Oil;0.014304654;Mg/person
North Dakota;2010;January;Annualy;Per Capita Carbon Emissions from Oil;0.014402491;Mg/person
North Dakota;1983;January;Annualy;Per Capita Carbon Emissions from Gas;0.0020689;Mg/person
North Dakota;1992;January;Annualy;Per Capita Carbon Emissions from Gas;0.002675366;Mg/person
North Dakota;1999;January;Annualy;Per Capita Carbon Emissions from Gas;0.004418732;Mg/person
North Dakota;2000;January;Annualy;Per Capita Carbon Emissions from Gas;0.004414702;Mg/person
North Dakota;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.005474099;Mg/person
North Dakota;2015;January;Annualy;Per Capita Carbon Emissions from Gas;0.007429003;Mg/person
Ohio;1980;January;Annualy;Total Carbon Emissions;275.674437;Million Metric Tons of Carbon Dioxide
Ohio;1986;January;Annualy;Total Carbon Emissions;243.012723;Million Metric Tons of Carbon Dioxide
Ohio;1991;January;Annualy;Total Carbon Emissions;243.486157;Million Metric Tons of Carbon Dioxide
Ohio;1996;January;Annualy;Total Carbon Emissions;263.425945;Million Metric Tons of Carbon Dioxide
Ohio;2000;January;Annualy;Total Carbon Emissions;263.810496;Million Metric Tons of Carbon Dioxide
Ohio;2007;January;Annualy;Total Carbon Emissions;267.265873;Million Metric Tons of Carbon Dioxide
Ohio;2014;January;Annualy;Total Carbon Emissions;231.666146;Million Metric Tons of Carbon Dioxide
Ohio;1983;January;Annualy;Carbon Emissions from Coal;123.720399;Million Metric Tons of Carbon Dioxide
Ohio;1989;January;Annualy;Carbon Emissions from Coal;137.971983;Million Metric Tons of Carbon Dioxide
Ohio;1991;January;Annualy;Carbon Emissions from Coal;134.457232;Million Metric Tons of Carbon Dioxide
Ohio;1992;January;Annualy;Carbon Emissions from Coal;134.6948;Million Metric Tons of Carbon Dioxide
Ohio;1995;January;Annualy;Carbon Emissions from Coal;130.966924;Million Metric Tons of Carbon Dioxide
Ohio;1997;January;Annualy;Carbon Emissions from Coal;133.58101;Million Metric Tons of Carbon Dioxide
Ohio;2000;January;Annualy;Carbon Emissions from Coal;135.969627;Million Metric Tons of Carbon Dioxide
Ohio;2007;January;Annualy;Carbon Emissions from Coal;139.583678;Million Metric Tons of Carbon Dioxide
Ohio;2013;January;Annualy;Carbon Emissions from Coal;105.195565;Million Metric Tons of Carbon Dioxide
Ohio;2014;January;Annualy;Carbon Emissions from Coal;100.696881;Million Metric Tons of Carbon Dioxide
Ohio;1985;January;Annualy;Carbon Emissions from Oil;70.2544;Million Metric Tons of Carbon Dioxide
Ohio;1987;January;Annualy;Carbon Emissions from Oil;70.946404;Million Metric Tons of Carbon Dioxide
Ohio;2000;January;Annualy;Carbon Emissions from Oil;78.738317;Million Metric Tons of Carbon Dioxide
Ohio;2001;January;Annualy;Carbon Emissions from Oil;79.172345;Million Metric Tons of Carbon Dioxide
Ohio;2004;January;Annualy;Carbon Emissions from Oil;83.891777;Million Metric Tons of Carbon Dioxide
Ohio;2012;January;Annualy;Carbon Emissions from Oil;72.279455;Million Metric Tons of Carbon Dioxide
Ohio;2014;January;Annualy;Carbon Emissions from Oil;74.874865;Million Metric Tons of Carbon Dioxide
Ohio;2016;January;Annualy;Carbon Emissions from Oil;75.188159;Million Metric Tons of Carbon Dioxide
Ohio;1980;January;Annualy;Carbon Emissions from Gas;48.228484;Million Metric Tons of Carbon Dioxide
Ohio;1986;January;Annualy;Carbon Emissions from Gas;39.676109;Million Metric Tons of Carbon Dioxide
Ohio;2001;January;Annualy;Carbon Emissions from Gas;44.322192;Million Metric Tons of Carbon Dioxide
Ohio;2002;January;Annualy;Carbon Emissions from Gas;45.621515;Million Metric Tons of Carbon Dioxide
Ohio;2003;January;Annualy;Carbon Emissions from Gas;46.492791;Million Metric Tons of Carbon Dioxide
Ohio;2007;January;Annualy;Carbon Emissions from Gas;44.264052;Million Metric Tons of Carbon Dioxide
Ohio;2010;January;Annualy;Carbon Emissions from Gas;42.917883;Million Metric Tons of Carbon Dioxide
Ohio;2012;January;Annualy;Carbon Emissions from Gas;46.045717;Million Metric Tons of Carbon Dioxide
Ohio;1983;January;Annualy;Total Per Capita Carbon Emissions;0.021848393;Mg/person
Ohio;1987;January;Annualy;Total Per Capita Carbon Emissions;0.023029547;Mg/person
Ohio;1992;January;Annualy;Total Per Capita Carbon Emissions;0.022693393;Mg/person
Ohio;1994;January;Annualy;Total Per Capita Carbon Emissions;0.022625308;Mg/person
Ohio;1996;January;Annualy;Total Per Capita Carbon Emissions;0.023795409;Mg/person
Ohio;2004;January;Annualy;Total Per Capita Carbon Emissions;0.022935854;Mg/person
Ohio;2013;January;Annualy;Total Per Capita Carbon Emissions;0.019833258;Mg/person
Ohio;2014;January;Annualy;Total Per Capita Carbon Emissions;0.019966102;Mg/person
Ohio;2015;January;Annualy;Total Per Capita Carbon Emissions;0.018324529;Mg/person
Ohio;2016;January;Annualy;Total Per Capita Carbon Emissions;0.017740226;Mg/person
Ohio;1981;January;Annualy;Per Capita Carbon Emissions from Coal;0.013273602;Mg/person
Ohio;1990;January;Annualy;Per Capita Carbon Emissions from Coal;0.012355184;Mg/person
Ohio;1992;January;Annualy;Per Capita Carbon Emissions from Coal;0.012109805;Mg/person
Ohio;1998;January;Annualy;Per Capita Carbon Emissions from Coal;0.012182152;Mg/person
Ohio;2013;January;Annualy;Per Capita Carbon Emissions from Coal;0.009086933;Mg/person
Ohio;2015;January;Annualy;Per Capita Carbon Emissions from Coal;0.007092585;Mg/person
Ohio;2016;January;Annualy;Per Capita Carbon Emissions from Coal;0.006752906;Mg/person
Ohio;2017;January;Annualy;Per Capita Carbon Emissions from Coal;0.006618627;Mg/person
Ohio;1990;January;Annualy;Per Capita Carbon Emissions from Oil;0.006591887;Mg/person
Ohio;1996;January;Annualy;Per Capita Carbon Emissions from Oil;0.007008114;Mg/person
Ohio;1998;January;Annualy;Per Capita Carbon Emissions from Oil;0.007020977;Mg/person
Ohio;2004;January;Annualy;Per Capita Carbon Emissions from Oil;0.007481408;Mg/person
Ohio;2009;January;Annualy;Per Capita Carbon Emissions from Oil;0.006474151;Mg/person
Ohio;2010;January;Annualy;Per Capita Carbon Emissions from Oil;0.006502873;Mg/person
Ohio;2016;January;Annualy;Per Capita Carbon Emissions from Oil;0.006462238;Mg/person
Ohio;1987;January;Annualy;Per Capita Carbon Emissions from Gas;0.003680267;Mg/person
Ohio;1992;January;Annualy;Per Capita Carbon Emissions from Gas;0.004042658;Mg/person
Ohio;2009;January;Annualy;Per Capita Carbon Emissions from Gas;0.00354707;Mg/person
Ohio;2010;January;Annualy;Per Capita Carbon Emissions from Gas;0.003719271;Mg/person
Ohio;2011;January;Annualy;Per Capita Carbon Emissions from Gas;0.003892964;Mg/person
Ohio;2012;January;Annualy;Per Capita Carbon Emissions from Gas;0.003987205;Mg/person
Ohio;2016;January;Annualy;Per Capita Carbon Emissions from Gas;0.004525083;Mg/person
Oklahoma;1984;January;Annualy;Total Carbon Emissions;86.880182;Million Metric Tons of Carbon Dioxide
Oklahoma;1986;January;Annualy;Total Carbon Emissions;77.16713;Million Metric Tons of Carbon Dioxide
Oklahoma;1988;January;Annualy;Total Carbon Emissions;85.141524;Million Metric Tons of Carbon Dioxide
Oklahoma;1992;January;Annualy;Total Carbon Emissions;91.795641;Million Metric Tons of Carbon Dioxide
Oklahoma;1993;January;Annualy;Total Carbon Emissions;94.824361;Million Metric Tons of Carbon Dioxide
Oklahoma;1994;January;Annualy;Total Carbon Emissions;93.399962;Million Metric Tons of Carbon Dioxide
Oklahoma;1995;January;Annualy;Total Carbon Emissions;94.338903;Million Metric Tons of Carbon Dioxide
Oklahoma;1996;January;Annualy;Total Carbon Emissions;96.863901;Million Metric Tons of Carbon Dioxide
Oklahoma;1998;January;Annualy;Total Carbon Emissions;96.60701;Million Metric Tons of Carbon Dioxide
Oklahoma;1999;January;Annualy;Total Carbon Emissions;96.062592;Million Metric Tons of Carbon Dioxide
Oklahoma;2002;January;Annualy;Total Carbon Emissions;100.883266;Million Metric Tons of Carbon Dioxide
Oklahoma;2004;January;Annualy;Total Carbon Emissions;98.990814;Million Metric Tons of Carbon Dioxide
Oklahoma;1981;January;Annualy;Carbon Emissions from Coal;14.789486;Million Metric Tons of Carbon Dioxide
Oklahoma;1982;January;Annualy;Carbon Emissions from Coal;19.138749;Million Metric Tons of Carbon Dioxide
Oklahoma;1984;January;Annualy;Carbon Emissions from Coal;21.696225;Million Metric Tons of Carbon Dioxide
Oklahoma;1986;January;Annualy;Carbon Emissions from Coal;20.478297;Million Metric Tons of Carbon Dioxide
Oklahoma;1987;January;Annualy;Carbon Emissions from Coal;22.624093;Million Metric Tons of Carbon Dioxide
Oklahoma;1991;January;Annualy;Carbon Emissions from Coal;29.790781;Million Metric Tons of Carbon Dioxide
Oklahoma;1995;January;Annualy;Carbon Emissions from Coal;35.153411;Million Metric Tons of Carbon Dioxide
Oklahoma;1996;January;Annualy;Carbon Emissions from Coal;35.466338;Million Metric Tons of Carbon Dioxide
Oklahoma;2005;January;Annualy;Carbon Emissions from Coal;37.998889;Million Metric Tons of Carbon Dioxide
Oklahoma;2007;January;Annualy;Carbon Emissions from Coal;35.631853;Million Metric Tons of Carbon Dioxide
Oklahoma;2012;January;Annualy;Carbon Emissions from Coal;31.233507;Million Metric Tons of Carbon Dioxide
Oklahoma;2015;January;Annualy;Carbon Emissions from Coal;26.807046;Million Metric Tons of Carbon Dioxide
Oklahoma;1982;January;Annualy;Carbon Emissions from Oil;28.421533;Million Metric Tons of Carbon Dioxide
Oklahoma;1983;January;Annualy;Carbon Emissions from Oil;29.334755;Million Metric Tons of Carbon Dioxide
Oklahoma;1986;January;Annualy;Carbon Emissions from Oil;26.443557;Million Metric Tons of Carbon Dioxide
Oklahoma;1991;January;Annualy;Carbon Emissions from Oil;27.836755;Million Metric Tons of Carbon Dioxide
Oklahoma;1994;January;Annualy;Carbon Emissions from Oil;30.201641;Million Metric Tons of Carbon Dioxide
Oklahoma;1997;January;Annualy;Carbon Emissions from Oil;30.55991;Million Metric Tons of Carbon Dioxide
Oklahoma;2009;January;Annualy;Carbon Emissions from Oil;33.851529;Million Metric Tons of Carbon Dioxide
Oklahoma;2013;January;Annualy;Carbon Emissions from Oil;34.773099;Million Metric Tons of Carbon Dioxide
Oklahoma;1996;January;Annualy;Carbon Emissions from Gas;31.135231;Million Metric Tons of Carbon Dioxide
Oklahoma;1999;January;Annualy;Carbon Emissions from Gas;29.163543;Million Metric Tons of Carbon Dioxide
Oklahoma;2004;January;Annualy;Carbon Emissions from Gas;29.409201;Million Metric Tons of Carbon Dioxide
Oklahoma;1986;January;Annualy;Total Per Capita Carbon Emissions;0.024041307;Mg/person
Oklahoma;2005;January;Annualy;Total Per Capita Carbon Emissions;0.029958755;Mg/person
Oklahoma;2016;January;Annualy;Total Per Capita Carbon Emissions;0.024584348;Mg/person
Oklahoma;1980;January;Annualy;Per Capita Carbon Emissions from Coal;0.003288654;Mg/person
Oklahoma;1984;January;Annualy;Per Capita Carbon Emissions from Coal;0.006604712;Mg/person
Oklahoma;1987;January;Annualy;Per Capita Carbon Emissions from Coal;0.007040231;Mg/person
Oklahoma;1989;January;Annualy;Per Capita Carbon Emissions from Coal;0.008062706;Mg/person
Oklahoma;1995;January;Annualy;Per Capita Carbon Emissions from Coal;0.010687337;Mg/person
Oklahoma;2004;January;Annualy;Per Capita Carbon Emissions from Coal;0.00996491;Mg/person
Oklahoma;2005;January;Annualy;Per Capita Carbon Emissions from Coal;0.010576067;Mg/person
Oklahoma;2012;January;Annualy;Per Capita Carbon Emissions from Coal;0.008179308;Mg/person
Oklahoma;2015;January;Annualy;Per Capita Carbon Emissions from Coal;0.006856318;Mg/person
Oklahoma;2016;January;Annualy;Per Capita Carbon Emissions from Coal;0.005393934;Mg/person
Oklahoma;1983;January;Annualy;Per Capita Carbon Emissions from Oil;0.009117427;Mg/person
Oklahoma;1990;January;Annualy;Per Capita Carbon Emissions from Oil;0.009151268;Mg/person
Oklahoma;2002;January;Annualy;Per Capita Carbon Emissions from Oil;0.010449839;Mg/person
Oklahoma;2008;January;Annualy;Per Capita Carbon Emissions from Oil;0.010035734;Mg/person
Oklahoma;2011;January;Annualy;Per Capita Carbon Emissions from Oil;0.00924853;Mg/person
Oklahoma;2012;January;Annualy;Per Capita Carbon Emissions from Oil;0.009222264;Mg/person
Oklahoma;1982;January;Annualy;Per Capita Carbon Emissions from Gas;0.011446847;Mg/person
Oklahoma;1989;January;Annualy;Per Capita Carbon Emissions from Gas;0.010443427;Mg/person
Oklahoma;2007;January;Annualy;Per Capita Carbon Emissions from Gas;0.00989022;Mg/person
Oklahoma;2008;January;Annualy;Per Capita Carbon Emissions from Gas;0.010287161;Mg/person
Oklahoma;2012;January;Annualy;Per Capita Carbon Emissions from Gas;0.009884474;Mg/person
Oklahoma;2017;January;Annualy;Per Capita Carbon Emissions from Gas;0.009317734;Mg/person
Oregon;1992;January;Annualy;Total Carbon Emissions;34.651757;Million Metric Tons of Carbon Dioxide
Oregon;1995;January;Annualy;Total Carbon Emissions;33.907334;Million Metric Tons of Carbon Dioxide
Oregon;1997;January;Annualy;Total Carbon Emissions;35.662365;Million Metric Tons of Carbon Dioxide
Oregon;1998;January;Annualy;Total Carbon Emissions;40.864801;Million Metric Tons of Carbon Dioxide
Oregon;2003;January;Annualy;Total Carbon Emissions;39.439068;Million Metric Tons of Carbon Dioxide
Oregon;2005;January;Annualy;Total Carbon Emissions;40.866609;Million Metric Tons of Carbon Dioxide
Oregon;2014;January;Annualy;Total Carbon Emissions;37.828612;Million Metric Tons of Carbon Dioxide
Oregon;1987;January;Annualy;Carbon Emissions from Coal;0.344427;Million Metric Tons of Carbon Dioxide
Oregon;1988;January;Annualy;Carbon Emissions from Coal;0.291617;Million Metric Tons of Carbon Dioxide
Oregon;1991;January;Annualy;Carbon Emissions from Coal;3.120469;Million Metric Tons of Carbon Dioxide
Oregon;1994;January;Annualy;Carbon Emissions from Coal;4.231487;Million Metric Tons of Carbon Dioxide
Oregon;1999;January;Annualy;Carbon Emissions from Coal;3.677113;Million Metric Tons of Carbon Dioxide
Oregon;2005;January;Annualy;Carbon Emissions from Coal;3.407845;Million Metric Tons of Carbon Dioxide
Oregon;2012;January;Annualy;Carbon Emissions from Coal;2.697794;Million Metric Tons of Carbon Dioxide
